U 80
23 36 17.5348
23 37 18.7789
23 38 20
23 39 21.1968
23 40 22.3677
23 41 23.5114
23 42 24.6265
23 43 25.7115
23 44 26.7652
23 45 27.7863
23 46 28.7736
23 47 29.7258
23 48 30.6418
23 49 31.5204
23 50 32.3607
23 51 33.1615
23 52 33.9219
23 53 34.641
23 54 35.3179
23 55 35.9518
23 56 36.5418
23 57 37.0874
23 58 37.5877
23 59 38.0423
23 60 38.4505
23 61 38.8118
23 62 39.1259
23 63 39.3923
23 64 39.6107
23 65 39.7809
23 66 39.9026
23 67 39.9756
23 68 40
23 69 39.9756
23 70 39.9026
23 71 39.7809
23 72 39.6107
23 73 39.3923
23 74 39.1259
23 75 38.8118
23 76 38.4505
23 77 38.0423
23 78 37.5877
23 79 37.0874
24 25 1.39598
24 26 2.79026
24 27 4.18114
24 28 5.56692
24 29 6.94593
24 30 8.31647
24 31 9.67688
24 32 11.0255
24 33 12.3607
24 34 13.6808
24 35 14.9843
24 36 16.2695
24 37 17.5348
24 38 18.7789
24 39 20
24 40 21.1968
24 41 22.3677
24 42 23.5114
24 43 24.6265
24 44 25.7115
24 45 26.7652
24 46 27.7863
24 47 28.7736
24 48 29.7258
24 49 30.6418
24 50 31.5204
24 51 32.3607
24 52 33.1615
24 53 33.9219
24 54 34.641
24 55 35.3179
24 56 35.9518
24 57 36.5418
24 58 37.0874
24 59 37.5877
24 60 38.0423
24 61 38.4505
24 62 38.8118
24 63 39.1259
24 64 39.3923
24 65 39.6107
24 66 39.7809
24 67 39.9026
24 68 39.9756
24 69 40
24 70 39.9756
24 71 39.9026
24 72 39.7809
24 73 39.6107
24 74 39.3923
24 75 39.1259
24 76 38.8118
24 77 38.4505
24 78 38.0423
24 79 37.5877
25 26 1.39598
25 27 2.79026
25 28 4.18114
25 29 5.56692
25 30 6.94593
25 31 8.31647
25 32 9.67688
25 33 11.0255
25 34 12.3607
25 35 13.6808
25 36 14.9843
25 37 16.2695
25 38 17.5348
25 39 18.7789
25 40 20
25 41 21.1968
25 42 22.3677
25 43 23.5114
25 44 24.6265
25 45 25.7115
25 46 26.7652
25 47 27.7863
25 48 28.7736
25 49 29.7258
25 50 30.6418
25 51 31.5204
25 52 32.3607
25 53 33.1615
25 54 33.9219
25 55 34.641
25 56 35.3179
25 57 35.9518
25 58 36.5418
25 59 37.0874
25 60 37.5877
25 61 38.0423
25 62 38.4505
25 63 38.8118
25 64 39.1259
25 65 39.3923
25 66 39.6107
25 67 39.7809
25 68 39.9026
25 69 39.9756
25 70 40
25 71 39.9756
25 72 39.9026
25 73 39.7809
25 74 39.6107
25 75 39.3923
25 76 39.1259
25 77 38.8118
25 78 38.4505
25 79 38.0423
26 27 1.39598
26 28 2.79026
26 29 4.18114
26 30 5.56692
26 31 6.94593
26 32 8.31647
26 33 9.67688
26 34 11.0255
26 35 12.3607
26 36 13.6808
26 37 14.9843
26 38 16.2695
26 39 17.5348
26 40 18.7789
26 41 20
26 42 21.1968
26 43 22.3677
26 44 23.5114
26 45 24.6265
26 46 25.7115
26 47 26.7652
26 48 27.7863
26 49 28.7736
26 50 29.7258
26 51 30.6418
26 52 31.5204
26 53 32.3607
26 54 33.1615
26 55 33.9219
26 56 34.641
26 57 35.3179
26 58 35.9518
26 59 36.5418
26 60 37.0874
26 61 37.5877
26 62 38.0423
26 63 38.4505
26 64 38.8118
26 65 39.1259
26 66 39.3923
26 67 39.6107
26 68 39.7809
26 69 39.9026
26 70 39.9756
26 71 40
26 72 39.9756
26 73 39.9026
26 74 39.7809
26 75 39.6107
26 76 39.3923
26 77 39.1259
26 78 38.8118
26 79 38.4505
27 28 1.39598
27 29 2.79026
27 30 4.18114
27 31 5.56692
27 32 6.94593
27 33 8.31647
27 34 9.67688
27 35 11.0255
27 36 12.3607
27 37 13.6808
27 38 14.9843
27 39 16.2695
27 40 17.5348
27 41 18.7789
27 42 20
27 43 21.1968
27 44 22.3677
27 45 23.5114
27 46 24.6265
27 47 25.7115
27 48 26.7652
27 49 27.7863
27 50 28.7736
27 51 29.7258
27 52 30.6418
27 53 31.5204
27 54 32.3607
27 55 33.1615
27 56 33.9219
27 57 34.641
27 58 35.3179
27 59 35.9518
27 60 36.5418
27 61 37.0874
27 62 37.5877
27 63 38.0423
27 64 38.4505
27 65 38.8118
27 66 39.1259
27 67 39.3923
27 68 39.6107
27 69 39.7809
27 70 39.9026
27 71 39.9756
27 72 40
27 73 39.9756
27 74 39.9026
27 75 39.7809
27 76 39.6107
27 77 39.3923
27 78 39.1259
27 79 38.8118
28 29 1.39598
28 30 2.79026
28 31 4.18114
28 32 5.56692
28 33 6.94593
28 34 8.31647
28 35 9.67688
28 36 11.0255
28 37 12.3607
28 38 13.6808
28 39 14.9843
28 40 16.2695
28 41 17.5348
28 42 18.7789
28 43 20
28 44 21.1968
28 45 22.3677
28 46 23.5114
28 47 24.6265
28 48 25.7115
28 49 26.7652
28 50 27.7863
28 51 28.7736
28 52 29.7258
28 53 30.6418
28 54 31.5204
28 55 32.3607
28 56 33.1615
28 57 33.9219
28 58 34.641
28 59 35.3179
28 60 35.9518
28 61 36.5418
28 62 37.0874
28 63 37.5877
28 64 38.0423
28 65 38.4505
28 66 38.8118
28 67 39.1259
28 68 39.3923
28 69 39.6107
28 70 39.7809
28 71 39.9026
28 72 39.9756
28 73 40
28 74 39.9756
28 75 39.9026
28 76 39.7809
28 77 39.6107
28 78 39.3923
28 79 39.1259
29 30 1.39598
29 31 2.79026
29 32 4.18114
29 33 5.56692
29 34 6.94593
29 35 8.31647
29 36 9.67688
29 37 11.0255
29 38 12.3607
29 39 13.6808
29 40 14.9843
29 41 16.2695
29 42 17.5348
29 43 18.7789
29 44 20
29 45 21.1968
29 46 22.3677
29 47 23.5114
29 48 24.6265
29 49 25.7115
29 50 26.7652
29 51 27.7863
29 52 28.7736
29 53 29.7258
29 54 30.6418
29 55 31.5204
29 56 32.3607
29 57 33.1615
29 58 33.9219
29 59 34.641
29 60 35.3179
29 61 35.9518
29 62 36.5418
29 63 37.0874
29 64 37.5877
29 65 38.0423
29 66 38.4505
29 67 38.8118
29 68 39.1259
29 69 39.3923
29 70 39.6107
29 71 39.7809
29 72 39.9026
29 73 39.9756
29 74 40
29 75 39.9756
29 76 39.9026
29 77 39.7809
29 78 39.6107
29 79 39.3923
30 31 1.39598
30 32 2.79026
30 33 4.18114
30 34 5.56692
30 35 6.94593
30 36 8.31647
30 37 9.67688
30 38 11.0255
30 39 12.3607
30 40 13.6808
30 41 14.9843
30 42 16.2695
30 43 17.5348
30 44 18.7789
30 45 20
30 46 21.1968
30 47 22.3677
30 48 23.5114
30 49 24.6265
30 50 25.7115
30 51 26.7652
30 52 27.7863
30 53 28.7736
30 54 29.7258
30 55 30.6418
30 56 31.5204
30 57 32.3607
30 58 33.1615
30 59 33.9219
30 60 34.641
30 61 35.3179
30 62 35.9518
30 63 36.5418
30 64 37.0874
30 65 37.5877
30 66 38.0423
30 67 38.4505
30 68 38.8118
30 69 39.1259
30 70 39.3923
30 71 39.6107
30 72 39.7809
30 73 39.9026
30 74 39.9756
30 75 40
30 76 39.9756
30 77 39.9026
30 78 39.7809
30 79 39.6107
31 32 1.39598
31 33 2.79026
31 34 4.18114
31 35 5.56692
31 36 6.94593
31 37 8.31647
31 38 9.67688
31 39 11.0255
31 40 12.3607
31 41 13.6808
31 42 14.9843
31 43 16.2695
31 44 17.5348
31 45 18.7789
31 46 20
31 47 21.1968
31 48 22.3677
31 49 23.5114
31 50 24.6265
31 51 25.7115
31 52 26.7652
31 53 27.7863
31 54 28.7736
31 55 29.7258
31 56 30.6418
31 57 31.5204
31 58 32.3607
31 59 33.1615
31 60 33.9219
31 61 34.641
31 62 35.3179
31 63 35.9518
31 64 36.5418
31 65 37.0874
31 66 37.5877
31 67 38.0423
31 68 38.4505
31 69 38.8118
31 70 39.1259
31 71 39.3923
31 72 39.6107
31 73 39.7809
31 74 39.9026
31 75 39.9756
31 76 40
31 77 39.9756
31 78 39.9026
31 79 39.7809
32 33 1.39598
32 34 2.79026
32 35 4.18114
32 36 5.56692
32 37 6.94593
32 38 8.31647
32 39 9.67688
32 40 11.0255
32 41 12.3607
32 42 13.6808
32 43 14.9843
32 44 16.2695
32 45 17.5348
32 46 18.7789
32 47 20
32 48 21.1968
32 49 22.3677
32 50 23.5114
32 51 24.6265
32 52 25.7115
32 53 26.7652
32 54 27.7863
32 55 28.7736
32 56 29.7258
32 57 30.6418
32 58 31.5204
32 59 32.3607
32 60 33.1615
32 61 33.9219
32 62 34.641
32 63 35.3179
32 64 35.9518
32 65 36.5418
32 66 37.0874
32 67 37.5877
32 68 38.0423
32 69 38.4505
32 70 38.8118
32 71 39.1259
32 72 39.3923
32 73 39.6107
32 74 39.7809
32 75 39.9026
32 76 39.9756
32 77 40
32 78 39.9756
32 79 39.9026
33 34 1.39598
33 35 2.79026
33 36 4.18114
33 37 5.56692
33 38 6.94593
33 39 8.31647
33 40 9.67688
33 41 11.0255
33 42 12.3607
33 43 13.6808
33 44 14.9843
33 45 16.2695
33 46 17.5348
33 47 18.7789
33 48 20
33 49 21.1968
33 50 22.3677
33 51 23.5114
33 52 24.6265
33 53 25.7115
33 54 26.7652
33 55 27.7863
33 56 28.7736
33 57 29.7258
33 58 30.6418
33 59 31.5204
33 60 32.3607
33 61 33.1615
33 62 33.9219
33 63 34.641
33 64 35.3179
33 65 35.9518
33 66 36.5418
33 67 37.0874
33 68 37.5877
33 69 38.0423
33 70 38.4505
33 71 38.8118
33 72 39.1259
33 73 39.3923
33 74 39.6107
33 75 39.7809
33 76 39.9026
33 77 39.9756
33 78 40
33 79 39.9756
34 35 1.39598
34 36 2.79026
34 37 4.18114
34 38 5.56692
34 39 6.94593
34 40 8.31647
34 41 9.67688
34 42 11.0255
34 43 12.3607
34 44 13.6808
34 45 14.9843
34 46 16.2695
34 47 17.5348
34 48 18.7789
34 49 20
34 50 21.1968
34 51 22.3677
34 52 23.5114
34 53 24.6265
34 54 25.7115
34 55 26.7652
34 56 27.7863
34 57 28.7736
34 58 29.7258
34 59 30.6418
34 60 31.5204
34 61 32.3607
34 62 33.1615
34 63 33.9219
34 64 34.641
34 65 35.3179
34 66 35.9518
34 67 36.5418
34 68 37.0874
34 69 37.5877
34 70 38.0423
34 71 38.4505
34 72 38.8118
34 73 39.1259
34 74 39.3923
34 75 39.6107
34 76 39.7809
34 77 39.9026
34 78 39.9756
34 79 40
35 36 1.39598
35 37 2.79026
35 38 4.18114
35 39 5.56692
35 40 6.94593
35 41 8.31647
35 42 9.67688
35 43 11.0255
35 44 12.3607
35 45 13.6808
35 46 14.9843
35 47 16.2695
35 48 17.5348
35 49 18.7789
35 50 20
35 51 21.1968
35 52 22.3677
35 53 23.5114
35 54 24.6265
35 55 25.7115
35 56 26.7652
35 57 27.7863
35 58 28.7736
35 59 29.7258
35 60 30.6418
35 61 31.5204
35 62 32.3607
35 63 33.1615
35 64 33.9219
35 65 34.641
35 66 35.3179
35 67 35.9518
35 68 36.5418
35 69 37.0874
35 70 37.5877
35 71 38.0423
35 72 38.4505
35 73 38.8118
35 74 39.1259
35 75 39.3923
35 76 39.6107
35 77 39.7809
35 78 39.9026
35 79 39.9756
36 37 1.39598
36 38 2.79026
36 39 4.18114
36 40 5.56692
36 41 6.94593
36 42 8.31647
36 43 9.67688
36 44 11.0255
36 45 12.3607
36 46 13.6808
36 47 14.9843
36 48 16.2695
36 49 17.5348
36 50 18.7789
36 51 20
36 52 21.1968
36 53 22.3677
36 54 23.5114
36 55 24.6265
36 56 25.7115
36 57 26.7652
36 58 27.7863
36 59 28.7736
36 60 29.7258
36 61 30.6418
36 62 31.5204
36 63 32.3607
36 64 33.1615
36 65 33.9219
36 66 34.641
36 67 35.3179
36 68 35.9518
36 69 36.5418
36 70 37.0874
36 71 37.5877
36 72 38.0423
36 73 38.4505
36 74 38.8118
36 75 39.1259
36 76 39.3923
36 77 39.6107
36 78 39.7809
36 79 39.9026
37 38 1.39598
37 39 2.79026
37 40 4.18114
37 41 5.56692
37 42 6.94593
37 43 8.31647
37 44 9.67688
37 45 11.0255
37 46 12.3607
37 47 13.6808
37 48 14.9843
37 49 16.2695
37 50 17.5348
37 51 18.7789
37 52 20
37 53 21.1968
37 54 22.3677
37 55 23.5114
37 56 24.6265
37 57 25.7115
37 58 26.7652
37 59 27.7863
37 60 28.7736
37 61 29.7258
37 62 30.6418
37 63 31.5204
37 64 32.3607
37 65 33.1615
37 66 33.9219
37 67 34.641
37 68 35.3179
37 69 35.9518
37 70 36.5418
37 71 37.0874
37 72 37.5877
37 73 38.0423
37 74 38.4505
37 75 38.8118
37 76 39.1259
37 77 39.3923
37 78 39.6107
37 79 39.7809
38 39 1.39598
38 40 2.79026
38 41 4.18114
38 42 5.56692
38 43 6.94593
38 44 8.31647
38 45 9.67688
38 46 11.0255
38 47 12.3607
38 48 13.6808
38 49 14.9843
38 50 16.2695
38 51 17.5348
38 52 18.7789
38 53 20
38 54 21.1968
38 55 22.3677
38 56 23.5114
38 57 24.6265
38 58 25.7115
38 59 26.7652
38 60 27.7863
38 61 28.7736
38 62 29.7258
38 63 30.6418
38 64 31.5204
38 65 32.3607
38 66 33.1615
38 67 33.9219
38 68 34.641
38 69 35.3179
38 70 35.9518
38 71 36.5418
38 72 37.0874
38 73 37.5877
38 74 38.0423
38 75 38.4505
38 76 38.8118
38 77 39.1259
38 78 39.3923
38 79 39.6107
39 40 1.39598
39 41 2.79026
39 42 4.18114
39 43 5.56692
39 44 6.94593
39 45 8.31647
39 46 9.67688
39 47 11.0255
39 48 12.3607
39 49 13.6808
39 50 14.9843
39 51 16.2695
39 52 17.5348
39 53 18.7789
39 54 20
39 55 21.1968
39 56 22.3677
39 57 23.5114
39 58 24.6265
39 59 25.7115
39 60 26.7652
39 61 27.7863
39 62 28.7736
39 63 29.7258
39 64 30.6418
39 65 31.5204
39 66 32.3607
39 67 33.1615
39 68 33.9219
39 69 34.641
39 70 35.3179
39 71 35.9518
39 72 36.5418
39 73 37.0874
39 74 37.5877
39 75 38.0423
39 76 38.4505
39 77 38.8118
39 78 39.1259
39 79 39.3923
40 41 1.39598
40 42 2.79026
40 43 4.18114
40 44 5.56692
40 45 6.94593
40 46 8.31647
40 47 9.67688
40 48 11.0255
40 49 12.3607
40 50 13.6808
40 51 14.9843
40 52 16.2695
40 53 17.5348
40 54 18.7789
40 55 20
40 56 21.1968
40 57 22.3677
40 58 23.5114
40 59 24.6265
40 60 25.7115
40 61 26.7652
40 62 27.7863
40 63 28.7736
40 64 29.7258
40 65 30.6418
40 66 31.5204
40 67 32.3607
40 68 33.1615
40 69 33.9219
40 70 34.641
40 71 35.3179
40 72 35.9518
40 73 36.5418
40 74 37.0874
40 75 37.5877
40 76 38.0423
40 77 38.4505
40 78 38.8118
40 79 39.1259
41 42 1.39598
41 43 2.79026
41 44 4.18114
41 45 5.56692
41 46 6.94593
41 47 8.31647
41 48 9.67688
41 49 11.0255
41 50 12.3607
41 51 13.6808
41 52 14.9843
41 53 16.2695
41 54 17.5348
41 55 18.7789
41 56 20
41 57 21.1968
41 58 22.3677
41 59 23.5114
41 60 24.6265
41 61 25.7115
41 62 26.7652
41 63 27.7863
41 64 28.7736
41 65 29.7258
41 66 30.6418
41 67 31.5204
41 68 32.3607
41 69 33.1615
41 70 33.9219
41 71 34.641
41 72 35.3179
41 73 35.9518
41 74 36.5418
41 75 37.0874
41 76 37.5877
41 77 38.0423
41 78 38.4505
41 79 38.8118
42 43 1.39598
42 44 2.79026
42 45 4.18114
42 46 5.56692
42 47 6.94593
42 48 8.31647
42 49 9.67688
42 50 11.0255
42 51 12.3607
42 52 13.6808
42 53 14.9843
42 54 16.2695
42 55 17.5348
42 56 18.7789
42 57 20
42 58 21.1968
42 59 22.3677
42 60 23.5114
42 61 24.6265
42 62 25.7115
42 63 26.7652
42 64 27.7863
42 65 28.7736
42 66 29.7258
42 67 30.6418
42 68 31.5204
42 69 32.3607
42 70 33.1615
42 71 33.9219
42 72 34.641
42 73 35.3179
42 74 35.9518
42 75 36.5418
42 76 37.0874
42 77 37.5877
42 78 38.0423
42 79 38.4505
43 44 1.39598
43 45 2.79026
43 46 4.18114
43 47 5.56692
43 48 6.94593
43 49 8.31647
43 50 9.67688
43 51 11.0255
43 52 12.3607
43 53 13.6808
43 54 14.9843
43 55 16.2695
43 56 17.5348
43 57 18.7789
43 58 20
43 59 21.1968
43 60 22.3677
43 61 23.5114
43 62 24.6265
43 63 25.7115
43 64 26.7652
43 65 27.7863
43 66 28.7736
43 67 29.7258
43 68 30.6418
43 69 31.5204
43 70 32.3607
43 71 33.1615
43 72 33.9219
43 73 34.641
43 74 35.3179
43 75 35.9518
43 76 36.5418
43 77 37.0874
43 78 37.5877
43 79 38.0423
44 45 1.39598
44 46 2.79026
44 47 4.18114
44 48 5.56692
44 49 6.94593
44 50 8.31647
44 51 9.67688
44 52 11.0255
44 53 12.3607
44 54 13.6808
44 55 14.9843
44 56 16.2695
44 57 17.5348
44 58 18.7789
44 59 20
44 60 21.1968
44 61 22.3677
44 62 23.5114
44 63 24.6265
44 64 25.7115
44 65 26.7652
44 66 27.7863
44 67 28.7736
44 68 29.7258
44 69 30.6418
44 70 31.5204
44 71 32.3607
44 72 33.1615
44 73 33.9219
44 74 34.641
44 75 35.3179
44 76 35.9518
44 77 36.5418
44 78 37.0874
44 79 37.5877
45 46 1.39598
45 47 2.79026
45 48 4.18114
45 49 5.56692
45 50 6.94593
45 51 8.31647
45 52 9.67688
45 53 11.0255
45 54 12.3607
45 55 13.6808
45 56 14.9843
45 57 16.2695
45 58 17.5348
45 59 18.7789
45 60 20
45 61 21.1968
45 62 22.3677
45 63 23.5114
45 64 24.6265
45 65 25.7115
45 66 26.7652
45 67 27.7863
45 68 28.7736
45 69 29.7258
45 70 30.6418
45 71 31.5204
45 72 32.3607
45 73 33.1615
45 74 33.9219
45 75 34.641
45 76 35.3179
45 77 35.9518
45 78 36.5418
45 79 37.0874
46 47 1.39598
46 48 2.79026
46 49 4.18114
46 50 5.56692
46 51 6.94593
46 52 8.31647
46 53 9.67688
46 54 11.0255
46 55 12.3607
46 56 13.6808
46 57 14.9843
46 58 16.2695
46 59 17.5348
46 60 18.7789
46 61 20
46 62 21.1968
46 63 22.3677
46 64 23.5114
46 65 24.6265
46 66 25.7115
46 67 26.7652
46 68 27.7863
46 69 28.7736
46 70 29.7258
46 71 30.6418
46 72 31.5204
46 73 32.3607
46 74 33.1615
46 75 33.9219
46 76 34.641
46 77 35.3179
46 78 35.9518
46 79 36.5418
47 48 1.39598
47 49 2.79026
47 50 4.18114
47 51 5.56692
47 52 6.94593
47 53 8.31647
47 54 9.67688
47 55 11.0255
47 56 12.3607
47 57 13.6808
47 58 14.9843
47 59 16.2695
47 60 17.5348
47 61 18.7789
47 62 20
47 63 21.1968
47 64 22.3677
47 65 23.5114
47 66 24.6265
47 67 25.7115
47 68 26.7652
47 69 27.7863
47 70 28.7736
47 71 29.7258
47 72 30.6418
47 73 31.5204
47 74 32.3607
47 75 33.1615
47 76 33.9219
47 77 34.641
47 78 35.3179
47 79 35.9518
48 49 1.39598
48 50 2.79026
48 51 4.18114
48 52 5.56692
48 53 6.94593
48 54 8.31647
48 55 9.67688
48 56 11.0255
48 57 12.3607
48 58 13.6808
48 59 14.9843
48 60 16.2695
48 61 17.5348
48 62 18.7789
48 63 20
48 64 21.1968
48 65 22.3677
48 66 23.5114
48 67 24.6265
48 68 25.7115
48 69 26.7652
48 70 27.7863
48 71 28.7736
48 72 29.7258
48 73 30.6418
48 74 31.5204
48 75 32.3607
48 76 33.1615
48 77 33.9219
48 78 34.641
48 79 35.3179
49 50 1.39598
49 51 2.79026
49 52 4.18114
49 53 5.56692
49 54 6.94593
49 55 8.31647
49 56 9.67688
49 57 11.0255
49 58 12.3607
49 59 13.6808
49 60 14.9843
49 61 16.2695
49 62 17.5348
49 63 18.7789
49 64 20
49 65 21.1968
49 66 22.3677
49 67 23.5114
49 68 24.6265
49 69 25.7115
49 70 26.7652
49 71 27.7863
49 72 28.7736
49 73 29.7258
49 74 30.6418
49 75 31.5204
49 76 32.3607
49 77 33.1615
49 78 33.9219
49 79 34.641
50 51 1.39598
50 52 2.79026
50 53 4.18114
50 54 5.56692
50 55 6.94593
50 56 8.31647
50 57 9.67688
50 58 11.0255
50 59 12.3607
50 60 13.6808
50 61 14.9843
50 62 16.2695
50 63 17.5348
50 64 18.7789
50 65 20
50 66 21.1968
50 67 22.3677
50 68 23.5114
50 69 24.6265
50 70 25.7115
50 71 26.7652
50 72 27.7863
50 73 28.7736
50 74 29.7258
50 75 30.6418
50 76 31.5204
50 77 32.3607
50 78 33.1615
50 79 33.9219
51 52 1.39598
51 53 2.79026
51 54 4.18114
51 55 5.56692
51 56 6.94593
51 57 8.31647
51 58 9.67688
51 59 11.0255
51 60 12.3607
51 61 13.6808
51 62 14.9843
51 63 16.2695
51 64 17.5348
51 65 18.7789
51 66 20
51 67 21.1968
51 68 22.3677
51 69 23.5114
51 70 24.6265
51 71 25.7115
51 72 26.7652
51 73 27.7863
51 74 28.7736
51 75 29.7258
51 76 30.6418
51 77 31.5204
51 78 32.3607
51 79 33.1615
52 53 1.39598
52 54 2.79026
52 55 4.18114
52 56 5.56692
52 57 6.94593
52 58 8.31647
52 59 9.67688
52 60 11.0255
52 61 12.3607
52 62 13.6808
52 63 14.9843
52 64 16.2695
52 65 17.5348
52 66 18.7789
52 67 20
52 68 21.1968
52 69 22.3677
52 70 23.5114
52 71 24.6265
52 72 25.7115
52 73 26.7652
52 74 27.7863
52 75 28.7736
52 76 29.7258
52 77 30.6418
52 78 31.5204
52 79 32.3607
53 54 1.39598
53 55 2.79026
53 56 4.18114
53 57 5.56692
53 58 6.94593
53 59 8.31647
53 60 9.67688
53 61 11.0255
53 62 12.3607
53 63 13.6808
53 64 14.9843
53 65 16.2695
53 66 17.5348
53 67 18.7789
53 68 20
53 69 21.1968
53 70 22.3677
53 71 23.5114
53 72 24.6265
53 73 25.7115
53 74 26.7652
53 75 27.7863
53 76 28.7736
53 77 29.7258
53 78 30.6418
53 79 31.5204
54 55 1.39598
54 56 2.79026
54 57 4.18114
54 58 5.56692
54 59 6.94593
54 60 8.31647
54 61 9.67688
54 62 11.0255
54 63 12.3607
54 64 13.6808
54 65 14.9843
54 66 16.2695
54 67 17.5348
54 68 18.7789
54 69 20
54 70 21.1968
54 71 22.3677
54 72 23.5114
54 73 24.6265
54 74 25.7115
54 75 26.7652
54 76 27.7863
54 77 28.7736
54 78 29.7258
54 79 30.6418
55 56 1.39598
55 57 2.79026
55 58 4.18114
55 59 5.56692
55 60 6.94593
55 61 8.31647
55 62 9.67688
55 63 11.0255
55 64 12.3607
55 65 13.6808
55 66 14.9843
55 67 16.2695
55 68 17.5348
55 69 18.7789
55 70 20
55 71 21.1968
55 72 22.3677
55 73 23.5114
55 74 24.6265
55 75 25.7115
55 76 26.7652
55 77 27.7863
55 78 28.7736
55 79 29.7258
56 57 1.39598
56 58 2.79026
56 59 4.18114
56 60 5.56692
56 61 6.94593
56 62 8.31647
56 63 9.67688
56 64 11.0255
56 65 12.3607
56 66 13.6808
56 67 14.9843
56 68 16.2695
56 69 17.5348
56 70 18.7789
56 71 20
56 72 21.1968
56 73 22.3677
56 74 23.5114
56 75 24.6265
56 76 25.7115
56 77 26.7652
56 78 27.7863
56 79 28.7736
57 58 1.39598
57 59 2.79026
57 60 4.18114
57 61 5.56692
57 62 6.94593
57 63 8.31647
57 64 9.67688
57 65 11.0255
57 66 12.3607
57 67 13.6808
57 68 14.9843
57 69 16.2695
57 70 17.5348
57 71 18.7789
57 72 20
57 73 21.1968
57 74 22.3677
57 75 23.5114
57 76 24.6265
57 77 25.7115
57 78 26.7652
57 79 27.7863
58 59 1.39598
58 60 2.79026
58 61 4.18114
58 62 5.56692
58 63 6.94593
58 64 8.31647
58 65 9.67688
58 66 11.0255
58 67 12.3607
58 68 13.6808
58 69 14.9843
58 70 16.2695
58 71 17.5348
58 72 18.7789
58 73 20
58 74 21.1968
58 75 22.3677
58 76 23.5114
58 77 24.6265
58 78 25.7115
58 79 26.7652
59 60 1.39598
59 61 2.79026
59 62 4.18114
59 63 5.56692
59 64 6.94593
59 65 8.31647
59 66 9.67688
59 67 11.0255
59 68 12.3607
59 69 13.6808
59 70 14.9843
59 71 16.2695
59 72 17.5348
59 73 18.7789
59 74 20
59 75 21.1968
59 76 22.3677
59 77 23.5114
59 78 24.6265
59 79 25.7115
60 61 1.39598
60 62 2.79026
60 63 4.18114
60 64 5.56692
60 65 6.94593
60 66 8.31647
60 67 9.67688
60 68 11.0255
60 69 12.3607
60 70 13.6808
60 71 14.9843
60 72 16.2695
60 73 17.5348
60 74 18.7789
60 75 20
60 76 21.1968
60 77 22.3677
60 78 23.5114
60 79 24.6265
61 62 1.39598
61 63 2.79026
61 64 4.18114
61 65 5.56692
61 66 6.94593
61 67 8.31647
61 68 9.67688
61 69 11.0255
61 70 12.3607
61 71 13.6808
61 72 14.9843
61 73 16.2695
61 74 17.5348
61 75 18.7789
61 76 20
61 77 21.1968
61 78 22.3677
61 79 23.5114
62 63 1.39598
62 64 2.79026
62 65 4.18114
62 66 5.56692
62 67 6.94593
62 68 8.31647
62 69 9.67688
62 70 11.0255
62 71 12.3607
62 72 13.6808
62 73 14.9843
62 74 16.2695
62 75 17.5348
62 76 18.7789
62 77 20
62 78 21.1968
62 79 22.3677
63 64 1.39598
63 65 2.79026
63 66 4.18114
63 67 5.56692
63 68 6.94593
63 69 8.31647
63 70 9.67688
63 71 11.0255
63 72 12.3607
63 73 13.6808
63 74 14.9843
63 75 16.2695
63 76 17.5348
63 77 18.7789
63 78 20
63 79 21.1968
64 65 1.39598
64 66 2.79026
64 67 4.18114
64 68 5.56692
64 69 6.94593
64 70 8.31647
64 71 9.67688
64 72 11.0255
64 73 12.3607
64 74 13.6808
64 75 14.9843
64 76 16.2695
64 77 17.5348
64 78 18.7789
64 79 20
65 66 1.39598
65 67 2.79026
65 68 4.18114
65 69 5.56692
65 70 6.94593
65 71 8.31647
65 72 9.67688
65 73 11.0255
65 74 12.3607
65 75 13.6808
65 76 14.9843
65 77 16.2695
65 78 17.5348
65 79 18.7789
66 67 1.39598
66 68 2.79026
66 69 4.18114
66 70 5.56692
66 71 6.94593
66 72 8.31647
66 73 9.67688
66 74 11.0255
66 75 12.3607
66 76 13.6808
66 77 14.9843
66 78 16.2695
66 79 17.5348
67 68 1.39598
67 69 2.79026
67 70 4.18114
67 71 5.56692
67 72 6.94593
67 73 8.31647
67 74 9.67688
67 75 11.0255
67 76 12.3607
67 77 13.6808
67 78 14.9843
67 79 16.2695
68 69 1.39598
68 70 2.79026
68 71 4.18114
68 72 5.56692
68 73 6.94593
68 74 8.31647
68 75 9.67688
68 76 11.0255
68 77 12.3607
68 78 13.6808
68 79 14.9843
69 70 1.39598
69 71 2.79026
69 72 4.18114
69 73 5.56692
69 74 6.94593
69 75 8.31647
69 76 9.67688
69 77 11.0255
69 78 12.3607
69 79 13.6808
70 71 1.39598
70 72 2.79026
70 73 4.18114
70 74 5.56692
70 75 6.94593
70 76 8.31647
70 77 9.67688
70 78 11.0255
70 79 12.3607
71 72 1.39598
71 73 2.79026
71 74 4.18114
71 75 5.56692
71 76 6.94593
71 77 8.31647
71 78 9.67688
71 79 11.0255
72 73 1.39598
72 74 2.79026
72 75 4.18114
72 76 5.56692
72 77 6.94593
72 78 8.31647
72 79 9.67688
73 74 1.39598
73 75 2.79026
73 76 4.18114
73 77 5.56692
73 78 6.94593
73 79 8.31647
74 75 1.39598
74 76 2.79026
74 77 4.18114
74 78 5.56692
74 79 6.94593
75 76 1.39598
75 77 2.79026
